Candidate,Reporting Period,Report Type,Date Paid,Entity Name,First Name,Middle Initial,Last Name,Addr Line1,City,State,Zip,Zip4,Expenditure Type,Amount,Purpose,Election Type,Expenditure Platform,Expenditure Quantity,Expenditure Specific Services,Attachment
"Stewart, Dale",05/01/2016 to 05/21/2016,C5,05/09/2016,,Jim,,Watkins,146 North Lane,Dillon,MT,59725,,2,5.0,fee for placement of campaign sign,PM,,,,
"Stewart, Dale",05/01/2016 to 05/21/2016,C5,05/06/2016,3-D Store,,,,130 So. Montana,Dillon,MT,59725,,2,24.18,supplies for booth at expo,PM,,,,
"Stewart, Dale",05/01/2016 to 05/21/2016,C5,05/09/2016,US Postal Service,,,,117 S Idaho St,Dillon,MT,59725,,2,714.0,postcard stamps x 2100,PM,,,,
"Stewart, Dale",05/01/2016 to 05/21/2016,C5,05/17/2016,Lima Ledger,,,,111 Bailey St,Lima,MT,59739,,2,5.0,Advertisement,PM,,,,
"Stewart, Dale",05/01/2016 to 05/21/2016,C5,05/16/2016,Subway,,,,5 Commercial Way,Whitehall,MT,59759,,2,60.0,sandwich platters for Meet & Greet in Whitehall,PM,,,,
"Stewart, Dale",05/01/2016 to 05/21/2016,C5,05/16/2016,Whitehall Community Center,,,,11 north division st.,Whitehall,MT,59759,,2,50.0,rent facility for Meet & Greet,PM,,,,
"Stewart, Dale",03/10/2016 to 04/30/2016,C5,03/23/2016,Harland-Clarke,,,,15955 La Cantra Pkwy,San Antonio,TX,78256,,2,19.24,Check printing for bank account,PM,,,,
"Stewart, Dale",03/10/2016 to 04/30/2016,C5,04/06/2016,USPS,,,,117 S Idaho St,Dillon,MT,59725,,2,19.6,purchase 2 books stamps at $9.80 each for thank you notes,PM,,,,
"Stewart, Dale",03/10/2016 to 04/30/2016,C5,04/02/2016,Square Inc.,,,,"1455 Market Street, Suite 600",San Francisco,CA,94103,,2,5.23,Processing Fee for Contribution,PM,,,,
"Stewart, Dale",03/10/2016 to 04/30/2016,C5,04/27/2016,Safeway,,,,570 N Montana St,DIllon,MT,59725,,2,31.27,food for Town Hall event,PM,,,,
"Stewart, Dale",03/10/2016 to 04/30/2016,C5,04/28/2016,Van's IGA,,,,110 Southside Blvd,Dillon,MT,59725,,2,34.13,food for Town Hall event,PM,,,,
"Stewart, Dale",03/10/2016 to 04/30/2016,C5,04/27/2016,"Square, Inc..",,,,"1455 Market Street, Suite 600",San Francisco,CA,94103,,2,1.75,processing fee for website donation,PM,,,,
"Hutchinson, Darrold",05/22/2016 to 06/22/2016,C5,06/14/2016,"Floren""s Printing",,,,524 1st Street,Havre,MT,59501.0,,2,439.0,1200 Campaign cards,PM,,,,
"Hutchinson, Darrold",05/22/2016 to 06/22/2016,C5,06/16/2016,The River Press,,,,Box 69,Ft Benton,MT,59442.0,,2,195.4,4 2x3 color vote for Darrold Hutchinson posters,PM,,,,
"Hutchinson, Darrold",04/29/2016 to 05/21/2016,C5,05/11/2016,,,,,,,,,,1,39.25,Postage,PM,,,,
"Hutchinson, Darrold",04/29/2016 to 05/21/2016,C5,05/11/2016,Rudyard Postmaster,,,,15 Main St,Rudyard,MT,59540.0,,2,39.25,Postage,PM,,,,
"Hutchinson, Darrold",04/29/2016 to 05/21/2016,C5,05/11/2016,Carter Postmaster,,,,101 Main,Carter,MT,59420.0,,2,30.28,POSTAGE,PM,,,,
"Hutchinson, Darrold",04/29/2016 to 05/21/2016,C5,05/11/2016,Geraldine Postmaster,,,,109 Broadway Ave W,Geraldine,MT,59446.0,,2,49.28,Postage,PM,,,,
"Hutchinson, Darrold",04/29/2016 to 05/21/2016,C5,05/16/2016,Liberty Times,,,,46 1st E,Chester,MT,59522.0,,2,30.0,CAMPAIGN ADS,PM,,,,
"Hutchinson, Darrold",04/29/2016 to 05/21/2016,C5,05/11/2016,Highwood Postmaster,,,,100 Main,Highwood,MT,59450.0,,2,32.38,Postage,PM,,,,
"Hutchinson, Darrold",04/29/2016 to 05/21/2016,C5,05/11/2016,Fort Benton Postmaster,,,,818 16th St,Fort Benton,MT,59442.0,,2,171.78,Postage,PM,,,,
"Hutchinson, Darrold",04/29/2016 to 05/21/2016,C5,05/11/2016,Gildford Postmaster,,,,525 1St St,Gildford,MT,59525.0,,2,21.3,Postage,PM,,,,
"Hutchinson, Darrold",04/29/2016 to 05/21/2016,C5,05/11/2016,Big Sandy Postmaster,,,,103 Johannes Ave,Big Sandy,MT,59520.0,,2,92.93,Postage,PM,,,,
"Hutchinson, Darrold",04/29/2016 to 05/21/2016,C5,05/11/2016,Hingham Postmaster,,,,508 2nd St,Hingham,MT,59528.0,,2,22.18,Postage,PM,,,,
"Hutchinson, Darrold",04/29/2016 to 05/21/2016,C5,05/16/2016,Floren's Printing,,,,524 1st St,Havre,MT,59501.0,,2,689.0,6000 campaign cards,PM,,,,
"Hutchinson, Darrold",04/29/2016 to 05/21/2016,C5,05/11/2016,Joplin Postmaster,,,,24 2nd St,Joplin,MT,59531.0,,2,27.46,POSTAGE - 100 stamps @49 cents per stamp,PM,,,,
"Hutchinson, Darrold",04/29/2016 to 05/21/2016,C5,05/11/2016,Postmaster,,,,130 Main St,Inverness,MT,59530.0,,2,12.14,Postage,PM,,,,
"Hutchinson, Darrold",04/29/2016 to 05/21/2016,C5,05/11/2016,Chester Postmaster,,,,35 Main,Chester,MT,59522.0,,2,131.88,Postage,PM,,,,
"Hutchinson, Darrold",04/29/2016 to 05/21/2016,C5,05/13/2016,Postmaster Loma,,,,111 2nd Ave,Loma,MT,59460.0,,2,19.54,Postage for campaign cards,PM,,,,
"Hutchinson, Darrold",04/29/2016 to 05/21/2016,C5,05/12/2016,Postmaster Kemlin,,,,210 Central Ave,Kremlin,MT,59532.0,,2,19.54,Postage for campaign post cards,PM,,,,
"Hutchinson, Darrold",01/18/2016 to 04/28/2016,C5,04/05/2016,,Jan,,Nelson,PO Box 661,CHESTER,MT,59522.0,,2,100.0,REFUND CONTRIBUTION,PM,,,,
"Hutchinson, Darrold",01/18/2016 to 04/28/2016,C5,01/21/2016,Wells Fargo Bank,,,Wells Fargo Bank,5 Main North,Rudyard,MT,59540.0,,2,20.0,CHECKS,PM,,,,
"Hutchinson, Darrold",01/18/2016 to 04/28/2016,C5,02/01/2016,Floren's  Hill County Printing,,,,524  First Street,Havre,MT,59501.0,,2,139.0,Printing 500 campaign cards,PM,,,,
"Hutchinson, Darrold",01/18/2016 to 04/28/2016,C5,03/10/2016,Floren Printing,,,,524 1st ST,Havre,MT,59501.0,,2,1193.0,152 signs & 500 cards,PM,,,,
"Hutchinson, Darrold",01/18/2016 to 04/28/2016,C5,04/21/2016,Postmaster,,,,Main,Carter,MT,59420.0,,2,16.9,Postage,PM,,,,
"Hutchinson, Darrold",01/18/2016 to 04/28/2016,C5,04/21/2016,Postmaster,,,,Main,Highwood,MT,59450.0,,2,32.38,Postage,PM,,,,
"Hutchinson, Darrold",01/18/2016 to 04/28/2016,C5,04/21/2016,Postmaster,,,,Main,Geraldine,MT,59446.0,,2,49.28,Postage,PM,,,,
"Hutchinson, Darrold",01/18/2016 to 04/28/2016,C5,04/27/2016,"K Hanson 5,inc",,,,PO Box 279,Chinook,MT,59523.0,,2,198.0,Advertising,PM,,,,
"Hutchinson, Darrold",01/18/2016 to 04/28/2016,C5,04/21/2016,Postmaster,,,,818 16th ST,Fort Benton,MT,59442.0,,2,171.78,Postage,PM,,,,
"Hutchinson, Darrold",01/18/2016 to 04/28/2016,C5,04/21/2016,US Postoffice,,,,35 Main,Chester,MT,59522.0,,2,149.85,Postage,PM,,,,
"Hutchinson, Darrold",01/18/2016 to 04/28/2016,C5,04/21/2016,USPostoffice,,,,103Johannes Ave,Big Sandy,MT,59520.0,,2,92.93,Postage,PM,,,,
"Hutchinson, Darrold",01/18/2016 to 04/28/2016,C5,04/04/2016,Floren Printing,,,,524 1st St,Havre,MT,59501.0,,2,139.0,Campaign cards 500,PM,,,,
"Hutchinson, Darrold",01/18/2016 to 04/28/2016,C5,04/21/2016,US Postoffice,,,,111 2nd Ave,Loma,MT,59460.0,,2,19.54,Postage,PM,,,,
"Roberts, Don  L",11/24/2016 to 12/16/2016,C5,12/09/2016,US Bank Credit Card,,,,,,,,,2,76.94,Campaign Expenses,GN,,,,
"Roberts, Don  L",11/24/2016 to 12/16/2016,C5,12/15/2016,Yellowstone County Elections,,,,217 N. 27th ave.,Billings,MT,59101.0,,2,1165.65,recount,GN,,,,
"Roberts, Don  L",10/23/2016 to 11/23/2016,C5,11/16/2016,,Carol,,Dent,2824 Poly Dr.,Billings,MT,59102.0,,2,500.0,"creative design,advertising",GN,,,,
"Roberts, Don  L",10/23/2016 to 11/23/2016,C5,11/04/2016,Cooper Creative,,,,,,,,,2,150.0,Design,GN,,,,
"Roberts, Don  L",10/23/2016 to 11/23/2016,C5,10/24/2016,Allegra,,,,2620 Overland Ave.,Billings,MT,59102.0,,2,3864.34,"Post cards,mailing - 7068",GN,,,,
"Roberts, Don  L",10/23/2016 to 11/23/2016,C5,10/24/2016,Allegra,,,,2620 Overland Ave.,Billings,MT,59102.0,,2,3202.8,"Post cards, mailing - 7005",GN,,,,
"Roberts, Don  L",09/30/2016 to 10/22/2016,C5,10/03/2016,Fed-Ex Office,,,,821 N. 27th St.,Billings,MT,59101.0,,2,36.5,"stamps-50, stationary & env-50",GN,,,,
"Roberts, Don  L",09/30/2016 to 10/22/2016,C5,10/03/2016,Central Products,,,,1321 Central Ave.,Billings,MT,59102.0,,2,551.07,Signs-100,GN,,,,
"Roberts, Don  L",09/30/2016 to 10/22/2016,C5,10/01/2016,Billings Gazette,,,,401 N Broadway,Billings,MT,59101.0,,2,51.0,NEWSPAPER AD,GN,,,,
"Roberts, Don  L",09/30/2016 to 10/22/2016,C5,10/10/2016,Allegra,,,,2620 Overland Ave.,Billings,MT,59102.0,,2,549.0,Signs-100,GN,,,,
"Roberts, Don  L",06/07/2016 to 09/29/2016,C5,09/19/2016,Billings Gazette,,,,401 N Broadway,Billings,MT,59101.0,,2,147.0,ADVERTISE IN NEWSPAPER,GN,,,,
"Roberts, Don  L",06/07/2016 to 09/29/2016,C5,09/22/2016,Allegra,,,,2620 Overland Ave.,Billings,MT,59102.0,,2,517.1,Yard Signs-100,GN,,,,
"Roberts, Don  L",06/07/2016 to 09/29/2016,C5,07/07/2016,Allegra,,,,2620 Overland Ave.,Billings,MT,59102.0,,2,2938.01,Mailing-1896 postcards,GN,,,,
"Roberts, Don  L",06/07/2016 to 09/29/2016,C5,07/07/2016,Little Horn State Bank,,,Little Horn State Bank,2900 Central Ave. #3,Billings,MT,59102.0,,2,28.75,BANK CHARGES,GN,,,,
"Roberts, Don  L",06/07/2016 to 09/29/2016,C5,07/20/2016,Billings Gazette,,,,401 N Broadway,Billings,MT,59101.0,,2,1938.0,ADVERTISING,GN,,,,
"Roberts, Don  L",05/22/2016 to 06/06/2016,C5,06/02/2016,Billings Gazette,,,,401 N Broadway,Billings,MT,59101.0,,2,2191.76,ADVERTISING,PM,,,,
"Roberts, Don  L",05/22/2016 to 06/06/2016,C5,05/23/2016,Billings Gazette,,,,401 N Broadway,Billings,MT,59101.0,,2,2085.0,ADVERTISING,PM,,,,
"Roberts, Don  L",05/22/2016 to 06/06/2016,C5,06/03/2016,Fedex,,,,2450 King Ave. W.,Billings,MT,59102.0,,2,28.68,MAILING,PM,,,,
"Roberts, Don  L",05/22/2016 to 06/06/2016,C5,05/25/2016,Cooper Creative,,,,,,,,,2,150.0,mailing design,PM,,,,
"Roberts, Don  L",05/22/2016 to 06/06/2016,C5,06/24/2016,Allegra,,,,2620 Overland Ave.,Billings,MT,59102.0,,2,2406.57,MAILINGS,PM,,,,
"Roberts, Don  L",05/22/2016 to 06/06/2016,C5,05/23/2016,Allegra - business cards,,,,2620 Overland Ave,Billings,MT,59102.0,,2,1510.27,"Post cards, mailing",PM,,,,
"Roberts, Don  L",05/22/2016 to 06/06/2016,C5,05/23/2016,Allegra,,,,2620 Overland Ave.,Billings,MT,59102.0,,2,2937.9,"Mailing,post cards, 7066.00",PM,,,,
"Roberts, Don  L",04/29/2016 to 05/21/2016,C5,03/01/2016,Central MT Electric Coop,,,,501 Bay Dr.,Great Falls,MT,59404.0,,2,80.0,Training - Candidate School,PM,,,,
"Roberts, Don  L",04/29/2016 to 05/21/2016,C5,02/12/2016,Allegra,,,,2620 Overland Ave.,Billings,MT,59102.0,,2,1365.7,"Note Pads, 2500",PM,,,,
"Roberts, Don  L",04/29/2016 to 05/21/2016,C5,02/12/2016,Allegra,,,,2620 Overland Ave.,Billings,MT,59102.0,,2,277.86,Door Hangars,PM,,,,
"Roberts, Don  L",04/29/2016 to 05/21/2016,C5,02/29/2016,Allegra,,,,2620 Overland Ave.,Billings,MT,59102.0,,2,46.19,"POSTCARDS, 60",PM,,,,
"Roberts, Don  L",04/29/2016 to 05/21/2016,C5,02/24/2016,Allegra,,,,2620 Overland Ave.,Billings,MT,59102.0,,2,183.97,"REMITTANCE ENVELOPES,500",PM,,,,
"Roberts, Don  L",04/29/2016 to 05/21/2016,C5,02/12/2016,Allegra,,,,2620 Overland Ave.,Billings,MT,59102.0,,2,3256.69,"Voter survey, 7066",PM,,,,
"Roberts, Don  L",04/29/2016 to 05/21/2016,C5,03/20/2016,Central Products,,,,1321 Central Ave.,Billings,MT,59102.0,,2,549.53,"Signs, Magnetic strips,300",PM,,,,
"Roberts, Don  L",04/29/2016 to 05/21/2016,C5,02/29/2016,Radio Shack,,,,,Billings,MT,59105.0,,2,49.99,"Recorder, 1",PM,,,,
"Roberts, Don  L",04/29/2016 to 05/21/2016,C5,02/29/2016,Office Max,,,,2800 King Ave. W,Billings,MT,59102.0,,2,67.92,"OFFICE SUPPLIES,binders,labels,r bands",PM,,,,
"Roberts, Don  L",04/29/2016 to 05/21/2016,C5,04/07/2016,Allegra,,,,2620 Overland Ave.,Billings,MT,59102.0,,2,239.45,"Door Hangars,2000.00",PM,,,,
"Roberts, Don  L",04/29/2016 to 05/21/2016,C5,04/15/2016,Billings Gazette,,,,401 N Broadway,Billings,MT,59101.0,,2,1966.0,ADVERTISE IN NEWSPAPER,PM,,,,
"Roberts, Don  L",04/29/2016 to 05/21/2016,C5,03/14/2016,Allegra,,,,2620 Overland Ave.,Billings,MT,59102.0,,2,484.01,"Note pads,  16,000",PM,,,,
"Roberts, Don  L",04/29/2016 to 05/21/2016,C5,03/16/2016,Allegra,,,,2620 Overland Ave.,Billings,MT,59102.0,,2,239.85,"Door Hangars, 2,000",PM,,,,
"Roberts, Don  L",04/29/2016 to 05/21/2016,C5,03/21/2016,DNH*GODADDY,,,,Website,Tuscon,AZ,85701.0,,2,41.94,Candidate information,PM,,,,
"Roberts, Don  L",04/29/2016 to 05/21/2016,C5,04/21/2016,DNH*GODADDY,,,,Website,Tuscon,AZ,85701.0,,2,41.94,Candidate information,PM,,,,
"Roberts, Don  L",04/29/2016 to 05/21/2016,C5,05/20/2016,DNH GODADDY,,,,Unknown,Tuscon,AZ,85701.0,,2,41.94,Candidate information,PM,,,,
"Ryan, Marilyn  J",06/15/2016 to 11/25/2016,C5,11/14/2016,Legislative Services Division,,,,PO Box 201706,Helena ,MT,59620.0,,2,10.0,Montana Code books,GN,,,,
"Ryan, Marilyn  J",06/15/2016 to 11/25/2016,C5,11/15/2016,Helena Stamp Works,,,,637 Helena Ave,Helena,MT,59601.0,,2,28.5,Name badges,GN,,,,
"Ryan, Marilyn  J",06/15/2016 to 11/25/2016,C5,11/15/2016,Legislative Services Division,,,,PO Box 201706,Helena ,MT,59620.0,,2,130.89,Stationary and Cards,GN,,,,
"Ryan, Marilyn  J",06/15/2016 to 11/25/2016,C5,11/16/2016,U. S. Postal Service,,,,1100 W Kent Ave,Missoula,MT,59801.0,,2,51.0,Postage stamps,GN,,,,
"Ryan, Marilyn  J",06/15/2016 to 11/25/2016,C5,11/21/2016,U.S. Postal Service,,,,1100 W Kent Ave,Missoula,MT,59808.0,,2,94.0,Postage stamps,GN,,,,
"Ryan, Marilyn  J",06/15/2016 to 11/25/2016,C5,11/21/2016,Staples,,,,2230 N Reserve St,Missoula,MT,59808.0,,2,32.97,Thank you cards,GN,,,,
"Ryan, Marilyn  J",06/15/2016 to 11/25/2016,C5,11/26/2016,Montana Democratic Legislative Campaign Committee,,,,PO Box 802,Helena,MT,59624.0,,2,800.0,Contribution 11-28-2016,GN,,,,
"Ryan, Marilyn  J",06/15/2016 to 11/25/2016,C5,11/26/2016,Montana Conservation Voters Action Fund,,,,PO Box 63,Billings,MT,59103.0,,2,150.0,Contribution 11-26-2016,GN,,,,
"Ryan, Marilyn  J",06/15/2016 to 11/25/2016,C5,11/26/2016,Montana Education Foundation,,,,1232 E 6th Ave,Helena,MT,59601.0,,2,400.0,Contribution 11-26-2016,GN,,,,
"Ryan, Marilyn  J",06/15/2016 to 11/25/2016,C5,10/16/2016,ActBlue,,,,PO Box 441146,Sommerville,MA,2144.0,,2,7.9,ActBlue Fee for Terry MacDonald,GN,,,,
"Ryan, Marilyn  J",06/15/2016 to 11/25/2016,C5,11/26/2016,Missoula Education Foundation,,,,PO Box 1775,Missoula,MT,59806.0,,2,292.7,Contribution 11-26-2016,GN,,,,
"Ryan, Marilyn  J",06/15/2016 to 11/25/2016,C5,10/17/2016,ActBlue,,,,PO Box 441146,Sommerville,MA,2144.0,,2,1.98,ACTBLUE fee - Jason Neiffer,GN,,,,
"Ryan, Marilyn  J",06/15/2016 to 11/25/2016,C5,10/09/2016,MDLCC,,,,PO Box 802,Helena,MT,59624.0,,2,800.0,Contribution to Democratic Party,GN,,,,
"Ryan, Marilyn  J",06/15/2016 to 11/25/2016,C5,10/09/2016,Rosauers,,,,2350 South Reserve Street,Missoula,MT,59808.0,,2,329.0,U.S. Postage Stamps,GN,,,,
"Ryan, Marilyn  J",06/15/2016 to 11/25/2016,C5,10/07/2016,Hillary Clinton for President,,,,PO Box 1781,Merrifield,VA,22116.0,,2,200.0,Contribution to candidate for U.S. President,GN,,,,
"Ryan, Marilyn  J",06/15/2016 to 11/25/2016,C5,10/22/2016,U. S. Postal Service,,,,1100 W Kent Ave,Missoula,MT,59801.0,,2,38.0,Postage Stamps,GN,,,,
"Ryan, Marilyn  J",06/15/2016 to 11/25/2016,C5,10/20/2016,Missoulian Rav Republic,,,,500 S Higgins,Missoula,MT,59802.0,,2,1221.57,Support advertisement for Marilyn Ryan for House District #99,GN,,,,
"Ryan, Marilyn  J",06/15/2016 to 11/25/2016,C5,11/26/2016,Planned Parenthood,,,,219 E Main,Missoula,MT,59802.0,,2,150.0,Contribution 11-26-2016,GN,,,,
"Ryan, Marilyn  J",06/15/2016 to 11/25/2016,C5,11/26/2016,Missoula Democratic Central Committee,,,,PO Box 9305,Missoula,MT,59807.0,,2,300.0,Contribution 11-26-2016,GN,,,,
"Ryan, Marilyn  J",06/15/2016 to 11/25/2016,C5,11/26/2016,Carol's List,,,,PO Box 1447,Helena,MT,59624.0,,2,500.0,Contribution 11-26-2016,GN,,,,
"Ryan, Marilyn  J",06/15/2016 to 11/25/2016,C5,10/04/2016,Treasure State PAC,,,,3242 Cummins Way,Missoula,MT,59802.0,,2,30.0,Over Campaign Limit Refund,GN,,,,
"Ryan, Marilyn  J",06/15/2016 to 11/25/2016,C5,11/26/2016,Parenting Place,,,,1644 S 8th St West,Missoula,MT,59801.0,,2,200.0,Contribution 11/26/2016,GN,,,,
"Ryan, Marilyn  J",06/15/2016 to 11/25/2016,C5,11/01/2016,,Denise,,Juneau for Congress - U.S. House of Representative,PO Box 563,Helena,MT,59624.0,,2,750.0,Contribution to Denise Juneau for Congress,GN,,,,
"Ryan, Marilyn  J",05/18/2016 to 06/14/2016,C5,05/25/2016,ArtCraft Printers,,,,PO Box 3310,Bozeman,MT,59771.0,,2,250.0,WALKING CARDS PRINTING,PM,,,,
"Ryan, Marilyn  J",05/18/2016 to 06/14/2016,C5,05/27/2016,Democratic Party,,,,PO Box 802,Helena,MT,59624.0,,2,150.0,CONTRIBUTION TO PARTY,PM,,,,
"Ryan, Marilyn  J",05/18/2016 to 06/14/2016,C5,06/14/2016,Carol's List,,,,PO Box 1447,Helena,MT,59624.0,,2,160.0,Refund Contribution - received before General Campaign,GN,,,,
"Ryan, Marilyn  J",05/18/2016 to 06/14/2016,C5,06/11/2016,Act Blue,,,,PO Box 441146,Somerville,MA,2144.0,,2,1.3900000000000001,Act Blue Fee - Deborah Frandsen,GN,,,,
"Ryan, Marilyn  J",05/18/2016 to 06/14/2016,C5,06/05/2016,,Steve,C,Bullock,201 E Broadway,Helena,MT,59601.0,,2,200.0,Steve Bullock for Governor,GN,,,,
"Ryan, Marilyn  J",05/18/2016 to 06/14/2016,C5,06/23/2016,,Mary Ellen,,Cote,1204 S 4th St W,Missoula,MT,59801.0,,2,10.0,Refund Excess Contribution,GN,,,,
"Ryan, Marilyn  J",05/18/2016 to 06/14/2016,C5,07/25/2016,,Jeanne,,Baxter,233 E William,Deleware,OH,43015.0,,2,0.99,Act Blue Fee - Jeanne Baxter,GN,,,,
"Ryan, Marilyn  J",05/18/2016 to 06/14/2016,C5,07/26/2016,,Kathy,J,Heffernan,3851 Duncan Dr,Missoula,MT,59802.0,,2,1.98,Act Blue fee - Kathy Heffernan,GN,,,,
"Ryan, Marilyn  J",05/18/2016 to 06/14/2016,C5,07/28/2016,,Sharon,,Pennington,212 Black Pine Tr,Missoula,MT,59803.0,,2,1.38,Act Blue fee - Sharon Pennington,GN,,,,
"Ryan, Marilyn  J",05/18/2016 to 06/14/2016,C5,07/28/2016,,Douglas,J.,Coffin,4730 Mark Court,Missoula,MT,59803.0,,2,6.73,Act Blue fee - Douglas Coffin,GN,,,,
"Ryan, Marilyn  J",05/18/2016 to 06/14/2016,C5,07/28/2016,,Douglas,J.,Coffin,4730 Mark Court,Missoula,MT,59803.0,,2,10.0,Refund overcontribution,GN,,,,
"Ryan, Marilyn  J",05/18/2016 to 06/14/2016,C5,07/01/2016,Montana Democratic Party,,,,PO Box 802,Helena,MT,59624.0,,2,800.0,Contribution to Democratic Party,GN,,,,
"Ryan, Marilyn  J",05/18/2016 to 06/14/2016,C5,09/02/2016,Westridge Creative,,,,PO Box 8492,Missoula,MT,59807.0,,2,1755.0,"Photo shoot, layout and printing 4000 campaign cards",GN,,,,
"Ryan, Marilyn  J",05/18/2016 to 06/14/2016,C5,09/08/2016,U.S. Postal Service,,,,1100 W Kent Ave,Missoula,MT,59808.0,,2,47.0,Postage,GN,,,,
"Ryan, Marilyn  J",05/18/2016 to 06/14/2016,C5,09/01/2016,,Addrian,,Marx,PO Box 514,Seeley Lake,MT,59868.0,,2,50.0,Campaign contribution House District #92,GN,,,,
"Ryan, Marilyn  J",05/18/2016 to 06/14/2016,C5,08/27/2016,Brotherhood of Locomotive Engineer and Trainmen,,,,PO Box 522,Forsyth,MT,59327.0,,2,10.0,Refund overpayment,GN,,,,
"Ryan, Marilyn  J",05/18/2016 to 06/14/2016,C5,09/26/2016,Western Montana Publishing Group,,,,PO Box 8029,Missoula,MT,59807.0,,2,693.0,The Missoulian advertisement 1/8 page full-color,GN,,,,
"Ryan, Marilyn  J",05/18/2016 to 06/14/2016,C5,09/27/2016,First Security Bank of Missoula,,,,P.O. Box 4506,Missoula,MT,59806.0,,2,30.0,Stop Payment Fee - Check #1013 - Clinton,GN,,,,
"Ryan, Marilyn  J",05/18/2016 to 06/14/2016,C5,09/29/2016,Costco,,,,2510 S Reserve St,Missoula,MT,59801.0,,2,55.93,Candy for UM Homecoming Parade,GN,,,,
"Ryan, Marilyn  J",05/18/2016 to 06/14/2016,C5,09/29/2016,Costco,,,,2510 S Reserve St,Missoula,MT,59801.0,,2,34.36,Candy for UM Homecoming Parade,GN,,,,
"Ryan, Marilyn  J",12/11/2015 to 05/17/2016,C5,12/11/2015,,Doris,,Stipech,3545 W 110th Place,Denver,CO,59870.0,,2,30.0,Refund Excess Contribution,PM,,,,
"Ryan, Marilyn  J",12/11/2015 to 05/17/2016,C5,12/14/2015,Montana Democratic Party,,,,P.O. Box 802 ,Helena,MT,59624.0,,2,170.0,FEE,PM,,,,
"Ryan, Marilyn  J",12/11/2015 to 05/17/2016,C5,03/31/2016,,John,,Rooney,6685 N Los Leones Dr,Tucson,AZ,85718.0,,2,80.0,Refund excess contribution,PM,,,,
"Ryan, Marilyn  J",12/11/2015 to 05/17/2016,C5,04/14/2016,Missoula County Democrats,,,,PO BOX 9305,Missoula,MT,59807.0,,2,250.0,Williams Event,PM,,,,
"Ryan, Marilyn  J",12/11/2015 to 05/17/2016,C5,04/19/2016,Alphagraphics Missoula,,,,1947 South Ave W,Missoula,MT,59801.0,,2,165.0,"10"" x 30"" ""H"" Wires",PM,,,,
"Ryan, Marilyn  J",12/11/2015 to 05/17/2016,C5,03/04/2016,Act Blue,,,,PO Box 441146,Somerville,MA,2144.0,,2,3.95,Act Blue Fee - Robert Borgmann,PM,,,,
"Ryan, Marilyn  J",12/11/2015 to 05/17/2016,C5,03/10/2016,ActBlue Montana,,,,PO Box 441146,Sommerville,MA,2144.0,,2,3.95,ACTBLUE fee - Richard Bolkovatz,PM,,,,
"Ryan, Marilyn  J",12/11/2015 to 05/17/2016,C5,02/23/2016,Westridge Creative,,,,PO Box 8492,Missoula,MT,59807.0,,2,75.0,"WRC Campaign Services 2016-Meetings, communication brief, photoshoot/edit & final files",PM,,,,
"Ryan, Marilyn  J",12/11/2015 to 05/17/2016,C5,04/09/2016,Alphagraphics Missoula,,,,1947 South Ave W,Missoula,MT,59801.0,,2,1464.25,"250 - 24"" x 18"" - single-sided - ""Political Yard Signs"" ",PM,,,,
"Ryan, Marilyn  J",12/11/2015 to 05/17/2016,C5,03/02/2016,,Judith,A,Hughes,3821 Dore Ln,Missoula,MT,59801.0,,2,113.99,Jim Hogan Reception for Marilyn Ryan Dist. #99,PM,,,,
"Ryan, Marilyn  J",12/11/2015 to 05/17/2016,C5,04/09/2016,ActBlue,,,,PO Box 441146,Sommerville,MA,2144.0,,2,1.98,ActBlue fee - Kelly McCarthy,PM,,,,
"Ryan, Marilyn  J",12/11/2015 to 05/17/2016,C5,02/16/2016,Staples,,,,2230 N Reserve St,Missoula,MT,59808.0,,2,100.46,"5-Tab divider; #10 envelopes; Index cards; monthly file; Epson ink; and, 3-tab",PM,,,,
"Ryan, Marilyn  J",12/11/2015 to 05/17/2016,C5,03/07/2016,Staples,,,,2230 N Reserve St,Missoula,MT,59808.0,,2,152.95,Office supplies - printer inks and binders,PM,,,,
"Ryan, Marilyn  J",12/11/2015 to 05/17/2016,C5,01/11/2016,Alphagraphics Missoula,,,,1947 South Ave W,Missoula,MT,59801.0,,2,168.61,REMITTANCE ENVELOPES,PM,,,,
"Ryan, Marilyn  J",12/11/2015 to 05/17/2016,C5,03/29/2016,,John,,Rooney,6685 N Los Leones Dr,Tucson,AZ,85718.0,,2,9.88,ACTBLUE fee - John Rooney,PM,,,,
"Ryan, Marilyn  J",12/11/2015 to 05/17/2016,C5,12/11/2015,Harland Checks,,,,201 E. main,Bozeman,MT,59715.0,,2,27.0,First Security Bank checks,PM,,,,
"Ryan, Marilyn  J",12/11/2015 to 05/17/2016,C5,02/07/2016,ActBlue Montana,,,,PO Box 441146,Sommerville,MA,2144.0,,2,2.38,ActBLUE fees (online contribution service) Annette Helsper and Janice Bishop,PM,,,,
"Ryan, Marilyn  J",12/11/2015 to 05/17/2016,C5,02/16/2016,MDLCC,,,,PO Box 802,Helena,MT,59624.0,,2,50.0,Walking Card Printing,PM,,,,
"Ryan, Marilyn  J",12/11/2015 to 05/17/2016,C5,03/29/2016,,John,L,Fleming,55533 McKeever Road,Saint Ignatius,MT,59865.0,,2,0.01,ActBlue fee - John Fleming,PM,,,,
